x,y,variable_index,value
2,2,2,0.07381200184609105
3,2,0,0.9637876559208252
3,2,1,0.046136008090634784
3,2,2,0.0640881797129894
4,2,0,0.9637876559208519
4,2,1,0.04613600809063438
4,2,2,0.06408817971292159
5,2,0,0.984900883304187
5,2,1,0.05906958138078126
5,2,2,0.03410594021219884
6,2,0,0.9792261781493303
6,2,1,0.0657150663377117
6,2,2,0.043831610656878864
7,2,0,0.9976175437699862
7,2,1,0.0808016461296297
7,2,2,0.05544924713224957
8,2,0,0.999001390884698
8,2,1,0.09225488104313184
8,2,2,0.07255045731504617
9,2,0,0.9840025830230108
9,2,1,0.10545117448789491
9,2,2,0.07485028226117647
10,2,0,0.9874129869752241
10,2,1,0.11777566033904621
10,2,2,0.08310336542996294
11,2,0,0.9675172016459145
11,2,1,0.12067994413501613
11,2,2,0.070951713223204
12,2,0,0.9773475729129891
12,2,1,0.14034869846237624
12,2,2,0.053568216559828886
13,2,0,0.9586818936309793
13,2,1,0.18091455363260625
13,2,2,0.04238332711302901
14,2,0,0.9586818936309571
14,2,1,0.18091455363265463
14,2,2,0.04238332711301567
15,2,0,0.9497074176710927
15,2,1,0.1873918251661352
15,2,2,0.037773343375793675
16,2,0,0.9906220716553676
16,2,1,0.18415309873570057
16,2,2,0.056614727655804505
17,2,0,0.9588612104139059
17,2,1,0.17380956893323327
17,2,2,0.06936770519642559
18,2,0,0.9702385087127361
18,2,1,0.18237608651741335
18,2,2,0.0854072881658501
19,2,0,0.9563496694256383
19,2,1,0.1854758654523383
19,2,2,0.09861850399475319
20,2,0,0.9616041803939674
20,2,1,0.17790779431132808
20,2,2,0.10539983838257949
21,2,0,0.9559463201192164
21,2,1,0.17654492930871635
21,2,2,0.11299894806593487
22,2,0,0.9555078341561536
22,2,1,0.16956395533130547
22,2,2,0.11718128146229066
23,2,0,0.97790038729684
23,2,1,0.15413153522209005
23,2,2,0.11962324935766089
24,2,0,0.9828742735049227
24,2,1,0.14735785059175674
24,2,2,0.11077991603966103
25,2,0,0.9849738126352668
25,2,1,0.11421655354957204
25,2,2,0.12123279787558561
26,2,0,0.9750824028256277
26,2,1,0.11327258498258697
26,2,2,0.1473652192783402
27,2,0,0.9857347718085899
27,2,1,0.12137931883787889
27,2,2,0.14942456234852144
28,2,0,0.9691809283710949
28,2,1,0.14527857009888268
28,2,2,0.15310803745071885
29,2,0,0.9799871343001793
29,2,1,0.16593947117606495
29,2,2,0.1556240032750232
30,2,0,0.9630364191499384
30,2,1,0.16600487253905652
30,2,2,0.16250353553765606
31,2,0,0.9753294218461369
31,2,1,0.1780673800593553
31,2,2,0.17973919109002354
32,2,0,0.9629051397492249
32,2,1,0.18184339982939096
32,2,2,0.17453898649252253
33,2,0,0.9411084658730814
33,2,1,0.17453045235526699
33,2,2,0.18951157052135556
34,2,0,0.9365067257684956
34,2,1,0.1827129801253844
34,2,2,0.19908107745931258
35,2,0,0.9320475282927457
35,2,1,0.18187737047448804
35,2,2,0.19418039871269552
36,2,0,0.9207251880063716
36,2,1,0.185623847583275
36,2,2,0.17946667347757997
37,2,0,0.9116324464578703
37,2,1,0.1897881295175084
37,2,2,0.16720328761576966
38,2,0,0.8975366174254873
38,2,1,0.1798130433073227
38,2,2,0.16481854681201352
39,2,0,0.8865109525807306
39,2,1,0.17261322999711848
39,2,2,0.1679498517928163
40,2,0,0.8702337377146753
40,2,1,0.18521533211388597
40,2,2,0.18070075790622747
41,2,0,0.8539565228486201
41,2,1,0.19781743423065348
41,2,2,0.19345166401963862
42,2,0,0.4913490692490553
42,2,1,0.1553259246579538
42,2,2,0.5072737864342919
43,2,0,0.12874161564949047
43,2,1,0.11283441508525412
43,2,2,0.8210959088489451
44,2,0,0.12503335916890632
44,2,1,0.11565559230418296
44,2,2,0.8240573781403387
45,2,0,0.12996419394996428
45,2,1,0.09633608104506805
45,2,2,0.817552564639258
46,2,0,0.1116256525682876
46,2,1,0.09736938173682551
46,2,2,0.8107268281804515
47,2,0,0.10624639870859627
47,2,1,0.09837244665663611
47,2,2,0.8439861613232105
48,2,0,0.0949288463258726
48,2,1,0.09235470245553967
48,2,2,0.8393429421567615
49,2,0,0.10326067762843921
49,2,1,0.07939530773956001
49,2,2,0.8348348291552732
0,3,0,0.960743618157553
0,3,1,4.619390382072375E-5
0,3,2,0.06045699671339699
1,3,0,0.9467665029072829
1,3,1,0.009795209026464413
1,3,2,0.06367041840835927
2,3,0,0.9497126282450864
2,3,1,0.024763424470482655
2,3,2,0.05104371399506443
3,3,0,0.959507171462171
3,3,1,0.039518185518369324
3,3,2,0.046925193305392736
4,3,0,0.9595071714621481
4,3,1,0.03951818551840256
4,3,2,0.046925193305434904
5,3,0,0.9360698991492236
5,3,1,0.060777831363094476
5,3,2,0.06512900510178028
6,3,0,0.9583251498915648
6,3,1,0.07077186691623262
6,3,2,0.05601748998483323
7,3,0,0.9745798166634823
7,3,1,0.0846138988135081
7,3,2,0.0693902858624083
8,3,0,0.982297381046895
8,3,1,0.09928893156230177
8,3,2,0.07072374067678164
9,3,0,0.9655933712091105
9,3,1,0.1063229820815067
9,3,2,0.0688970240385203
10,3,0,0.9663230431121157
10,3,1,0.11503881340194697
10,3,2,0.07651746352760441
11,3,0,0.9459627711520391
11,3,1,0.12101779778526751
11,3,2,0.07755200111435533
12,3,0,0.9422080080594624
12,3,1,0.13079185107138
12,3,2,0.07145475593375386
13,3,0,0.9485675692989204
13,3,1,0.16074022899507268
13,3,2,0.053870418933093696
14,3,0,0.9497074176710766
14,3,1,0.18739182516613653
14,3,2,0.037773343375786195
15,3,0,0.9452201796911361
15,3,1,0.19063046093287744
15,3,2,0.03546835150717145
16,3,0,0.9497671899320368
16,3,1,0.18502349693298978
16,3,2,0.04676813607026011
17,3,0,0.958861210413838
17,3,1,0.17380956893321442
17,3,2,0.06936770519643742
18,3,0,0.9611718900622707
18,3,1,0.16181359093615297
18,3,2,0.07869393274468425
19,3,0,0.9634825697107093
19,3,1,0.14981761293906332
19,3,2,0.08802016029290737
20,3,0,0.9575941942134067
20,3,1,0.1668286370154771
20,3,2,0.10144042932303432
21,3,0,0.9476958325355453
21,3,1,0.17276050379601765
21,3,2,0.11090128929361949
22,3,0,0.9468234185784418
22,3,1,0.16641284072275436
22,3,2,0.11429424518516651
23,3,0,0.9538847856869852
23,3,1,0.1539365110643538
23,3,2,0.11816508858109999
24,3,0,0.946071621588973
24,3,1,0.13849959760143785
24,3,2,0.104158854440359
25,3,0,0.9572217024227572
25,3,1,0.13381146342488534
25,3,2,0.14300912563003207
26,3,0,0.9572217024227494
26,3,1,0.13381146342490427
26,3,2,0.14300912563007323
27,3,0,0.9594200747600965
27,3,1,0.1353994224240604
27,3,2,0.1515024193261529
28,3,0,0.9616184470974252
28,3,1,0.13698738142324293
28,3,2,0.15999571302223756
29,3,0,0.9568896792782953
29,3,1,0.14809667480797525
29,3,2,0.15885823624762926
30,3,0,0.9521609114591582
30,3,1,0.15920596819268623
30,3,2,0.1577207594730167
31,3,0,0.9549866927599936
31,3,1,0.16310915498864004
31,3,2,0.16938987086052262
32,3,0,0.9413178526144161
32,3,1,0.16762478882018877
32,3,2,0.16332808166685125
33,3,0,0.9457102059776302
33,3,1,0.16634792458512768
33,3,2,0.17994206358344045
34,3,0,0.9347529507850861
34,3,1,0.17225604582941847
34,3,2,0.1903236978909869
35,3,0,0.930961268846241
35,3,1,0.17490134477096292
35,3,2,0.19907100094537566
36,3,0,0.9219176023118876
36,3,1,0.18194041886186418
36,3,2,0.19358710346735078
37,3,0,0.9128739357775342
37,3,1,0.18897949295276542
37,3,2,0.18810320598932587
38,3,0,0.9128739357774965
38,3,1,0.18897949295275715
38,3,2,0.18810320598931304
39,3,0,0.8971103411536716
39,3,1,0.18550533941666944
39,3,2,0.18274137328229528
40,3,0,0.8827257350519877
40,3,1,0.1896093710213308
40,3,2,0.18631147019474306
41,3,0,0.8539565228486201
41,3,1,0.19781743423065348
41,3,2,0.19345166401963865
42,3,0,0.3686086430207604
42,3,1,0.14704044235642477
42,3,2,0.6155459962541665
43,3,0,0.12439816963399246
43,3,1,0.12059355412058521
43,3,2,0.8267350573915336
44,3,0,0.12132510268831631
44,3,1,0.11847676952313485
44,3,2,0.8270188474317401
45,3,0,0.1164753776282875
45,3,1,0.1079230756299766
45,3,2,0.8188728378060691
46,3,0,0.11162565256825868
46,3,1,0.09736938173681838
46,3,2,0.8107268281803982
47,3,0,0.101734669299116
47,3,1,0.09480553865132958
47,3,2,0.8054023877901317
48,3,0,0.08551782802791782
48,3,1,0.08570254170918162
48,3,2,0.8335883864734591
49,3,0,0.07610680972995272
49,3,1,0.07905038096283244
49,3,2,0.8278338307902094
0,4,0,0.9562122984560746
0,4,1,0.012250087618606686
0,4,2,0.043452418191021996
1,4,0,0.9488889099935686
1,4,1,0.017946399995527086
1,4,2,0.050175520216456236
2,4,0,0.9458103357035917
2,4,1,0.039945094310607
2,4,2,0.029908825858130907
3,4,0,0.9526587535828765
3,4,1,0.039731639914502
3,4,2,0.038417009581759504
4,4,0,0.9402601133005364
4,4,1,0.061860922905579735
4,4,2,0.04982473389695469
5,4,0,0.9360698991491705
5,4,1,0.06077783136307065
5,4,2,0.06512900510180201
6,4,0,0.9374241216337869
6,4,1,0.07582866749473245
6,4,2,0.06820336931274484
7,4,0,0.9515420895569877
7,4,1,0.08842615149741039
7,4,2,0.08333132459259512
8,4,0,0.9474454589284969
8,4,1,0.09154532974242781
8,4,2,0.05408884445288143
9,4,0,0.9540574281784697
9,4,1,0.10754798181838483
9,4,2,0.04670383176066483
10,4,0,0.9440174668364697
10,4,1,0.13220915196759406
10,4,2,0.055255392590868035
11,4,0,0.9440174668364436
11,4,1,0.13220915196766622
11,4,2,0.05525539259086185
12,4,0,0.9384532449668838
12,4,1,0.14056590435749078
12,4,2,0.06535751075317171
13,4,0,0.938453244966859
13,4,1,0.14056590435751193
13,4,2,0.06535751075313029
14,4,0,0.9321943597483824
14,4,1,0.15927938674496966
14,4,2,0.049032939859623
15,4,0,0.9409075517819936
15,4,1,0.18134171574696262
15,4,2,0.04080048275365639
16,4,0,0.9443217965832374
16,4,1,0.1816566947336831
16,4,2,0.05233160015136929
17,4,0,0.9494431637850981
17,4,1,0.1821291632137506
17,4,2,0.06962827624794354
18,4,0,0.9543656096861969
18,4,1,0.16537063030222365
18,4,2,0.07824977197119619
19,4,0,0.959288055587296
19,4,1,0.1486120973906967
19,4,2,0.08687126769444886
20,4,0,0.9490477714660575
20,4,1,0.16012491133992895
20,4,2,0.09872921527139597
21,4,0,0.9382938545777465
21,4,1,0.16672983787310236
21,4,2,0.11199149683208727
22,4,0,0.9372665890436014
22,4,1,0.15691406304098474
22,4,2,0.11480016479957558
23,4,0,0.9418769848820712
23,4,1,0.15383899898548375
23,4,2,0.11743600819283045
24,4,0,0.946071621588945
24,4,1,0.1384995976013826
24,4,2,0.10415885444030888
25,4,0,0.9460716215889485
25,4,1,0.1384995976013612
25,4,2,0.10415885444039856
26,4,0,0.9475964131097177
26,4,1,0.12952155173900254
26,4,2,0.141764919743756
27,4,0,0.931348493762712
27,4,1,0.1422863787010184
27,4,2,0.15030729169126267
28,4,0,0.9528838320930977
28,4,1,0.13093478712325268
28,4,2,0.15907959071319516
29,4,0,0.9575193736046868
29,4,1,0.1331172322101942
29,4,2,0.16720717893224316
30,4,0,0.9584828051175941
30,4,1,0.13937927915887427
30,4,2,0.17581366183825545
31,4,0,0.9511385851202557
31,4,1,0.14753848288233795
31,4,2,0.17677145121219448
32,4,0,0.9528762952981237
32,4,1,0.15349172971492386
32,4,2,0.18010825180793968
33,4,0,0.941473367941244
33,4,1,0.16163386271208588
33,4,2,0.18108365498905926
34,4,0,0.9258336025479783
34,4,1,0.16506193383619897
34,4,2,0.18320064957581894
35,4,0,0.9283974356971095
35,4,1,0.16998163930358096
35,4,2,0.19113582526059728
36,4,0,0.9219176023118876
36,4,1,0.18194041886186416
36,4,2,0.19358710346735078
37,4,0,0.9128739357775343
37,4,1,0.18897949295276542
37,4,2,0.18810320598932587
38,4,0,0.9077097297266186
38,4,1,0.19839744883620916
38,4,2,0.197532894771763
39,4,0,0.9077097297266123
39,4,1,0.1983974488362204
39,4,2,0.19753289477177427
40,4,0,0.9077097297256953
40,4,1,0.19839744883614513
40,4,2,0.1975328947725069
41,4,0,0.13855874892460773
41,4,1,0.13529218606977228
41,4,2,0.812026633612647
42,4,0,0.12312779056418902
42,4,1,0.13046947775337242
42,4,2,0.832090415893892
43,4,0,0.12312779056417063
43,4,1,0.13046947775336667
43,4,2,0.8320904158939159
44,4,0,0.12222644662623286
44,4,1,0.12447312363825291
44,4,2,0.8295546316628116
45,4,0,0.1044093008127399
45,4,1,0.12806142109414503
45,4,2,0.802146096502135
46,4,0,0.09575448082292651
46,4,1,0.10239485515062846
46,4,2,0.806348033451734
47,4,0,0.09184368602998144
47,4,1,0.09224169556584372
47,4,2,0.8000779473998251
48,4,0,0.07836288565296322
48,4,1,0.0905867539607801
48,4,2,0.8095761184888869
49,4,0,0.07011398106330154
49,4,1,0.07802876874603969
49,4,2,0.8216389471772323
0,5,0,0.9723612998461105
0,5,1,0.007183084857657285
0,5,2,9.206192284833882E-4
1,5,0,0.9723612998459356
1,5,1,0.007183084857763435
1,5,2,9.20619228602748E-4
2,5,0,0.9389188990259104
2,5,1,0.04193015013883876
2,5,2,0.017870941308756726
3,5,0,0.9450571695068033
3,5,1,0.059628862311053035
3,5,2,0.01942451950730212
4,5,0,0.9444503274518692
4,5,1,0.06294401444810123
4,5,2,0.034520462692111155
5,5,0,0.949141033900811
5,5,1,0.07380939922261225
5,5,2,0.04954806823230667
6,5,0,0.9472625291402912
6,5,1,0.07594183245702797
6,5,2,0.06042231173907491
7,5,0,0.9432501189355605
7,5,1,0.08707308509047781
7,5,2,0.050146675591811074
8,5,0,0.9433488282999902
8,5,1,0.0946645079874071
8,5,2,0.024846364313185345
9,5,0,0.9425214851478418
9,5,1,0.10877298155527837
9,5,2,0.02451063948283543
10,5,0,0.9317692343301359
10,5,1,0.11816057196334531
10,5,2,0.029328508491857582
11,5,0,0.9340210660722885
11,5,1,0.13590797989766124
11,5,2,0.05109868111626779
12,5,0,0.9240246653081388
12,5,1,0.13960680782766388
12,5,2,0.04694196964172808
13,5,0,0.9281095125282585
13,5,1,0.14944309728627297
13,5,2,0.04798745475068988
14,5,0,0.9321943597483514
14,5,1,0.15927938674489078
14,5,2,0.04903293985965245
15,5,0,0.9322822959637187
15,5,1,0.16276422537515922
15,5,2,0.05146474524661646
16,5,0,0.9319829403557807
16,5,1,0.17753520687695146
16,5,2,0.06464148462354323
17,5,0,0.9400251171563581
17,5,1,0.1904487574942868
17,5,2,0.06988884729944966
18,5,0,0.9380139611311387
18,5,1,0.1769711073452953
18,5,2,0.08108335271715578
19,5,0,0.9550935414638827
19,5,1,0.1474065818423301
19,5,2,0.08572237509599033
20,5,0,0.9425063418089877
20,5,1,0.1589607643123174
20,5,2,0.09799770574952854
21,5,0,0.9299191421540928
21,5,1,0.17051494678230467
21,5,2,0.11027303640306674
22,5,0,0.9292183905664363
22,5,1,0.15993606583794054
22,5,2,0.10735381620119568
23,5,0,0.9347813642386762
23,5,1,0.1486719953144904
23,5,2,0.11179568310002265
24,5,0,0.9460716215888912
24,5,1,0.13849959760139663
24,5,2,0.10415885444037394
25,5,0,0.9365379090687443
25,5,1,0.1224911921605377
25,5,2,0.1381674565645705
26,5,0,0.9379711237967052
26,5,1,0.12523164005308557
26,5,2,0.14052071385742856
27,5,0,0.931348493762622
27,5,1,0.1422863787010759
27,5,2,0.1503072916912621
28,5,0,0.9441492170887958
28,5,1,0.12488219282324892
28,5,2,0.15816346840416326
29,5,0,0.9581490679310838
29,5,1,0.11813778961242434
29,5,2,0.17555612161686793
30,5,0,0.9721489187733683
30,5,1,0.11139338640159867
30,5,2,0.1929487748295551
31,5,0,0.9616437519468061
31,5,1,0.12946593464197642
31,5,2,0.18486011302087516
32,5,0,0.9528762952980842
32,5,1,0.15349172971489586
32,5,2,0.18010825180794213
33,5,0,0.9215211053159517
33,5,1,0.1359611823155063
33,5,2,0.18549465413982533
34,5,0,0.9258336025479619
34,5,1,0.1650619338361588
34,5,2,0.18320064957582913
35,5,0,0.9164749977171668
35,5,1,0.16048161996784094
35,5,2,0.18946036683837317
36,5,0,0.9119784692278041
36,5,1,0.15933596438548245
36,5,2,0.185037049884694
37,5,0,0.9074819407384523
37,5,1,0.15819030880312945
37,5,2,0.18061373293100735
38,5,0,0.9075958352325324
38,5,1,0.17829387881967493
38,5,2,0.18907331385139084
39,5,0,0.9077097297266123
39,5,1,0.1983974488362204
39,5,2,0.19753289477177427
40,5,0,0.13855874892552475
40,5,1,0.13529218606984753
40,5,2,0.8120266336119143
41,5,0,0.13855874892460773
41,5,1,0.13529218606977228
41,5,2,0.812026633612647
42,5,0,0.1385587489245893
42,5,1,0.13529218606976653
42,5,2,0.8120266336126709
43,5,0,0.12312779056414226
43,5,1,0.13046947775337428
43,5,2,0.832090415893908
44,5,0,0.10187780704309994
44,5,1,0.13245817880949348
44,5,2,0.813824200443493
45,5,0,0.10440930081273572
45,5,1,0.12806142109420557
45,5,2,0.8021460965020879
46,5,0,0.08379410387052906
46,5,1,0.11757348814919265
46,5,2,0.8082393247749838
47,5,0,0.08292292658870663
47,5,1,0.103768327095169
47,5,2,0.8051095776881302
48,5,0,0.07313098986560938
48,5,1,0.10148979757047068
48,5,2,0.8070114608895815
49,5,0,0.06251148440880556
49,5,1,0.09214822154951328
49,5,2,0.8158447582318225
0,6,0,0.940647814640038
0,6,1,0.014419380695876716
0,6,2,0.012760854527505996
1,6,0,0.9377743638761104
1,6,1,0.02425132245292617
1,6,2,0.01045158860480733
2,6,0,0.9320274623482209
2,6,1,0.04391520596705337
2,6,2,0.005833056759398692
3,6,0,0.9456640115617523
3,6,1,0.05631371017404703
3,6,2,0.004328576322496791
4,6,0,0.9450571695067945
4,6,1,0.05962886231107924
4,6,2,0.019424519507325662
5,6,0,0.9369065899540447
5,6,1,0.06757146890504208
5,6,2,0.046246179532033575
6,6,0,0.939054778942633
6,6,1,0.08260084043853569
6,6,2,0.0462045067307212
7,6,0,0.93084702874498
7,6,1,0.08925984842007924
7,6,2,0.031986701722367394
8,6,0,0.9293829886763981
8,6,1,0.09388380020632076
8,6,2,0.024140790672996675
9,6,0,0.9317692343301286
9,6,1,0.11816057196332229
9,6,2,0.02932850849184004
10,6,0,0.9263931089212758
10,6,1,0.12285436716737043
10,6,2,0.031737442996353206
11,6,0,0.9344947418589775
11,6,1,0.13459095029101253
