0	3.3928	21.2998	2025-03-02 19:42:42
8	75.2567	78.8896	2025-03-02 19:42:43
1	29.261	36.8649	2025-03-02 19:42:44
4	5.3614	69.540	2025-03-02 19:42:45
4	41.5406	1.2925	2025-03-02 19:42:46
3	63.4903	78.1104	2025-03-02 19:42:47
8	48.4286	72.1043	2025-03-02 19:42:48
8	6.1006	48.448	2025-03-02 19:42:49
1	78.7948	45.6263	2025-03-02 19:42:50
9	5.6108	69.1839	2025-03-02 19:42:51
4	57.493	22.5842	2025-03-02 19:42:52
2	28.5662	26.1098	2025-03-02 19:42:53
6	35.5277	66.4815	2025-03-02 19:42:54
5	0.2201	38.5020	2025-03-02 19:42:55
1	42.5794	39.3496	2025-03-02 19:42:56
0	10.2959	50.2536	2025-03-02 19:42:57
9	43.8009	18.9533	2025-03-02 19:42:58
2	77.6881	88.6684	2025-03-02 19:42:59
9	38.4924	1.3182	2025-03-02 19:43:00
8	17.5351	86.4249	2025-03-02 19:43:01
0	29.832	68.4056	2025-03-02 19:43:02
9	5.7391	15.8141	2025-03-02 19:43:03
2	36.9713	47.6036	2025-03-02 19:43:04
6	8.7382	39.1165	2025-03-02 19:43:05
8	78.8344	27.5320	2025-03-02 19:43:06
8	5.1111	76.8157	2025-03-02 19:43:07
7	61.2424	75.3452	2025-03-02 19:43:08
8	75.293	32.1771	2025-03-02 19:43:09
4	7.8114	62.4573	2025-03-02 19:43:10
9	51.5217	70.8105	2025-03-02 19:43:11
6	62.8519	16.8419	2025-03-02 19:43:12
4	55.8937	50.6870	2025-03-02 19:43:13
8	37.2061	67.2004	2025-03-02 19:43:14
5	24.5951	55.7403	2025-03-02 19:43:15
5	63.1149	20.4834	2025-03-02 19:43:16
8	63.1238	51.9200	2025-03-02 19:43:17
6	61.2305	70.4150	2025-03-02 19:43:18
7	64.9787	41.2962	2025-03-02 19:43:19
2	51.2672	52.6864	2025-03-02 19:43:20
2	2.90	2.1096	2025-03-02 19:43:21
1	37.4895	10.1310	2025-03-02 19:43:22
5	25.3068	64.4192	2025-03-02 19:43:23
3	3.2733	69.4007	2025-03-02 19:43:24
5	53.6048	74.8136	2025-03-02 19:43:25
9	79.3226	41.5520	2025-03-02 19:43:26
5	48.1153	40.472	2025-03-02 19:43:27
8	84.6871	72.1100	2025-03-02 19:43:28
8	45.546	3.3329	2025-03-02 19:43:29
9	1.2062	69.1549	2025-03-02 19:43:30
5	10.963	25.6954	2025-03-02 19:43:31
2	14.3014	23.1159	2025-03-02 19:43:32
3	86.770	20.5607	2025-03-02 19:43:33
8	38.5	88.2055	2025-03-02 19:43:34
2	86.3214	44.9442	2025-03-02 19:43:35
7	18.7527	11.6226	2025-03-02 19:43:36
0	66.9032	70.6092	2025-03-02 19:43:37
7	16.2577	12.4430	2025-03-02 19:43:38
5	34.575	43.320	2025-03-02 19:43:39
5	36.1190	37.3814	2025-03-02 19:43:40
0	37.7985	59.6786	2025-03-02 19:43:41
3	75.7883	36.8356	2025-03-02 19:43:42
5	68.7794	12.549	2025-03-02 19:43:44
4	38.1607	66.7829	2025-03-02 19:43:45
1	23.6994	20.3871	2025-03-02 19:43:46
0	62.3509	11.5728	2025-03-02 19:43:47
0	29.4120	21.5477	2025-03-02 19:43:48
8	37.456	70.5924	2025-03-02 19:43:49
9	83.5347	4.3340	2025-03-02 19:43:50
0	12.1120	78.9099	2025-03-02 19:43:51
4	87.6759	8.248	2025-03-02 19:43:52
4	67.2659	1.9588	2025-03-02 19:43:53
4	48.1275	52.2613	2025-03-02 19:43:54
8	28.3988	18.277	2025-03-02 19:43:55
8	75.7960	31.6038	2025-03-02 19:43:56
5	88.342	77.6375	2025-03-02 19:43:57
1	38.806	5.5978	2025-03-02 19:43:58
9	8.9352	18.4555	2025-03-02 19:43:59
4	64.8367	81.4386	2025-03-02 19:44:00
0	76.1336	52.426	2025-03-02 19:44:01
4	37.6023	69.5856	2025-03-02 19:44:02
6	11.8895	5.3460	2025-03-02 19:44:03
6	36.716	23.940	2025-03-02 19:44:04
1	75.3406	87.9215	2025-03-02 19:44:05
3	78.3115	27.2040	2025-03-02 19:44:06
3	36.8132	83.1882	2025-03-02 19:44:07
7	14.9543	15.9215	2025-03-02 19:44:08
